sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,configurable_variations,configurable_variation_prices,configurable_variation_labels,additional_images
MS02-M-Black,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-M-Black,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-m-black,,,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-M-Blue,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-M-Blue,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-m-blue,,,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-M-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-M-Gray,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-m-gray,,,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms02-gray_alt1.jpg,/m/s/ms02-gray_back.jpg"
MS02-S-Black,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-S-Black,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-s-black,,,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-S-Blue,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-S-Blue,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-s-blue,,,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-S-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-S-Gray,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-s-gray,,,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms02-gray_alt1.jpg,/m/s/ms02-gray_back.jpg"
MS02-XL-Black,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-XL-Black,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-xl-black,,,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-XL-Blue,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-XL-Blue,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-xl-blue,,,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-XL-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-XL-Gray,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-xl-gray,,,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms02-gray_alt1.jpg,/m/s/ms02-gray_back.jpg"
MS02-XS-Black,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-XS-Black,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-xs-black,,,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,/m/s/ms02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-XS-Blue,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-XS-Blue,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-xs-blue,,,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,/m/s/ms02-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS02-XS-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Ryker LumaTech&trade; Tee (V-neck)-XS-Gray,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p><p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,28,,,,ryker-lumatech-trade-tee-v-neck-xs-gray,,,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,/m/s/ms02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms02-gray_alt1.jpg,/m/s/ms02-gray_back.jpg"
MS03,,Top,configurable,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,1,Taxable Goods,"Catalog, Search",29,,,,,,,,/m/s/ms03-black_main.jpg,,/m/s/ms03-black_main.jpg,,/m/s/ms03-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,style_general=Tee,material=Cocona&reg; performance fabric|Polyester,pattern=Solid,climate=All-weather|Indoor|Warm,eco_collection=No,performance_fabric=Yes,erin_recommends=Yes,new=No,sale=No",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MS03-XS-Gray,size=XS,color=Gray|sku=MS03-XS-Green,size=XS,color=Green|sku=MS03-XS-Orange,size=XS,color=Orange|sku=MS03-S-Gray,size=S,color=Gray|sku=MS03-S-Green,size=S,color=Green|sku=MS03-S-Orange,size=S,color=Orange|sku=MS03-M-Gray,size=M,color=Gray|sku=MS03-M-Green,size=M,color=Green|sku=MS03-M-Orange,size=M,color=Orange|sku=MS03-L-Gray,size=L,color=Gray|sku=MS03-L-Green,size=L,color=Green|sku=MS03-L-Orange,size=L,color=Orange|sku=MS03-XL-Gray,size=XL,color=Gray|sku=MS03-XL-Green,size=XL,color=Green|sku=MS03-XL-Orange,size=XL,color=Orange",,,/m/s/ms03-black_back.jpg
MS03-L-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-L-Gray,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-l-gray,,,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms03-gray_alt1.jpg,/m/s/ms03-gray_back.jpg"
MS03-L-Green,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-L-Green,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-l-green,,,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-L-Orange,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-L-Orange,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-l-orange,,,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-M-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-M-Gray,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-m-gray,,,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms03-gray_alt1.jpg,/m/s/ms03-gray_back.jpg"
MS03-M-Green,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-M-Green,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-m-green,,,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-M-Orange,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-M-Orange,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-m-orange,,,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-S-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-S-Gray,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-s-gray,,,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms03-gray_alt1.jpg,/m/s/ms03-gray_back.jpg"
MS03-S-Green,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-S-Green,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-s-green,,,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-S-Orange,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-S-Orange,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-s-orange,,,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-XL-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-XL-Gray,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-xl-gray,,,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms03-gray_alt1.jpg,/m/s/ms03-gray_back.jpg"
MS03-XL-Green,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-XL-Green,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-xl-green,,,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-XL-Orange,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-XL-Orange,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-xl-orange,,,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-XS-Gray,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-XS-Gray,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-xs-gray,,,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,/m/s/ms03-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/s/ms03-gray_alt1.jpg,/m/s/ms03-gray_back.jpg"
MS03-XS-Green,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-XS-Green,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-xs-green,,,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,/m/s/ms03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS03-XS-Orange,,Top,simple,Default Category/Men/Tops/Tees,base,Balboa Persistence Tee-XS-Orange,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p><p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,balboa-persistence-tee-xs-orange,,,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,/m/s/ms03-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MS04,,Top,configurable,Default Category/Men/Tops/Tees,base,Gobi HeatTec&reg; Tee,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p><p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,,1,Taxable Goods,"Catalog, Search",29,,,,,,,,/m/s/ms04-orange_main.jpg,,/m/s/ms04-orange_main.jpg,,/m/s/ms04-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,style_general=Tee,material=Cotton|HeatTec&reg;|Polyester,pattern=Solid,climate=All-weather|Indoor|Warm,eco_collection=No,performance_fabric=Yes,erin_recommends=No,new=Yes,sale=No",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MS04-XS-Black,size=XS,color=Black|sku=MS04-XS-Orange,size=XS,color=Orange|sku=MS04-XS-Red,size=XS,color=Red|sku=MS04-S-Black,size=S,color=Black|sku=MS04-S-Orange,size=S,color=Orange|sku=MS04-S-Red,size=S,color=Red|sku=MS04-M-Black,size=M,color=Black|sku=MS04-M-Orange,size=M,color=Orange|sku=MS04-M-Red,size=M,color=Red|sku=MS04-L-Black,size=L,color=Black|sku=MS04-L-Orange,size=L,color=Orange|sku=MS04-L-Red,size=L,color=Red|sku=MS04-XL-Black,size=XL,color=Black|sku=MS04-XL-Orange,size=XL,color=Orange|sku=MS04-XL-Red,size=XL,color=Red",,,/m/s/ms04-orange_back.jpg
MS04-L-Black,,Top,simple,Default Category/Men/Tops/Tees,base,Gobi HeatTec&reg; Tee-L-Black,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p><p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,29,,,,gobi-heattec-reg-tee-l-black,,,,/m/s/ms04-black_main.jpg,,/m/s/ms04-black_main.jpg,,/m/s/ms04-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
